equipment_type,model,equipment_age,engine_hours_per_day,idle_hours_per_day,fuel_level,engine_temperature,battery_voltage,days_since_last_service,fault_code_count,total_operating_hours,target_maintenance_probability,target_days_until_service,target_confidence
Excavator,336,4,13.84,0.86,95.66,95.84,12.42,97,2,6517.07,0.2729,64.1,0.8753
Compact Track Loader,259D3,10,3.42,1.65,99.73,92.64,11.82,141,5,1052.73,0.4749,46.5,0.9836
Wheel Loader,950 GC,9,11.34,3.61,55.55,82.43,12.22,218,7,9334.0,0.5875,37.6,0.952
Compact Track Loader,259D3,3,9.69,3.1,56.19,79.36,11.61,190,6,11043.04,0.4516,50.2,0.9702
Wheel Loader,950 GC,7,5.3,3.99,53.25,72.63,14.16,86,1,4681.31,0.2079,71.7,0.8084
Articulated Truck,745,3,7.04,3.11,60.76,92.47,12.46,186,4,6312.18,0.4103,53.4,0.9495
Excavator,336,3,6.29,5.11,32.87,97.12,11.86,13,5,2743.81,0.2545,69.6,0.8488
Bulldozer,D8,4,4.53,0.65,86.53,110.9,14.08,276,2,6598.7,0.6209,35.1,0.9322
Bulldozer,D6,7,8.25,0.65,10.54,84.06,11.99,83,7,2275.26,0.4585,46.7,0.9656
Bulldozer,D6,3,3.45,3.61,40.12,84.68,13.35,115,1,11873.04,0.2373,70.0,0.8504
Excavator,336,11,6.05,1.71,76.73,84.28,13.91,191,1,10164.37,0.3947,54.1,0.9242
Articulated Truck,745,2,12.98,5.34,57.25,87.24,13.43,28,1,4919.3,0.0726,81.3,0.7466
Wheel Loader,950 GC,8,6.15,1.93,10.81,91.85,12.96,92,7,2428.03,0.4592,47.6,0.9715
Wheel Loader,950 GC,1,8.76,4.58,16.27,98.94,14.03,250,6,3768.74,0.5872,36.7,0.9378
Wheel Loader,966,11,3.85,3.29,57.04,94.77,12.78,226,6,4553.57,0.6112,34.9,0.9241
Excavator,336,2,8.26,1.29,93.28,102.99,13.22,50,0,4086.24,0.1677,72.2,0.7934
Excavator,320 GC,9,6.45,4.7,82.41,95.09,11.87,73,3,6378.86,0.3306,60.8,0.8785
Wheel Loader,966,2,2.42,2.17,81.46,95.62,14.3,136,0,4088.06,0.2095,69.9,0.8315
Excavator,336,10,2.26,0.53,66.36,108.9,13.64,209,3,1257.77,0.614,34.9,0.9378
Motor Grader,140,3,11.25,4.67,59.02,84.52,13.3,82,2,2840.51,0.1793,70.8,0.8204
Wheel Loader,966,6,12.39,1.78,48.16,99.44,14.13,108,4,3350.34,0.4103,53.7,0.9522
Compact Track Loader,259D3,4,3.28,3.19,50.42,99.55,14.23,78,0,6500.43,0.174,74.9,0.7941
Bulldozer,D8,2,3.68,3.52,94.17,85.74,14.2,82,7,10332.14,0.3891,57.3,0.9285
Excavator,336,5,7.31,1.63,81.36,87.86,13.98,58,5,1995.75,0.3056,62.6,0.8932
Excavator,320 GC,6,4.44,2.28,50.86,87.24,12.98,51,3,10843.15,0.2507,67.8,0.8633
Excavator,336,3,6.54,1.1,24.66,82.63,14.3,32,2,7135.44,0.1165,79.6,0.7683
Wheel Loader,966,10,3.96,0.91,43.2,88.53,13.4,76,1,5412.58,0.271,66.1,0.8634
Motor Grader,140,10,2.64,3.99,65.65,72.91,11.9,29,5,1504.0,0.3781,57.4,0.922
Bulldozer,D6,6,6.06,5.91,67.63,93.33,11.97,280,5,8164.52,0.5986,38.5,0.9286
Bulldozer,D8,7,6.82,4.27,87.06,104.64,12.24,224,7,4913.71,0.6557,29.5,0.9121
Backhoe Loader,420,1,5.5,3.96,48.08,81.93,14.29,145,5,4948.7,0.3776,57.0,0.9252
Wheel Loader,950 GC,3,3.52,2.8,88.79,98.55,14.01,176,0,10580.27,0.2472,68.4,0.8724
Excavator,336,2,10.97,1.69,96.1,103.46,12.66,90,1,8991.34,0.2721,64.3,0.8934
Bulldozer,D8,3,10.82,5.72,75.2,89.3,14.49,248,6,3217.96,0.5581,40.8,0.99
Wheel Loader,950 GC,7,2.31,0.73,76.3,72.66,13.29,139,7,8382.02,0.5126,44.4,0.99
Motor Grader,140,7,4.19,0.82,43.46,89.79,13.09,19,4,2144.53,0.262,66.8,0.8624
Articulated Truck,745,9,9.89,2.26,35.97,82.49,14.47,146,3,7191.36,0.4234,52.1,0.9547
Wheel Loader,966,4,9.65,5.91,52.11,96.66,12.19,249,3,2188.66,0.4868,48.7,0.9833
Wheel Loader,950 GC,3,2.82,3.13,71.12,90.55,13.19,126,3,1361.01,0.2931,63.5,0.8749
Bulldozer,D6,1,13.3,5.36,43.27,98.06,11.51,128,5,1460.42,0.3677,56.6,0.9146
Motor Grader,140,5,5.29,2.37,36.57,96.39,12.69,257,1,2281.68,0.4247,52.7,0.9576
Bulldozer,D8,11,11.13,1.99,35.23,91.14,12.15,39,6,8531.77,0.4204,52.6,0.9458
Motor Grader,140,5,6.07,3.12,48.93,95.31,13.86,56,3,6964.13,0.2566,66.7,0.8539
Excavator,320 GC,10,3.17,4.35,81.58,76.44,13.97,172,6,6982.21,0.5308,44.5,0.9725
Backhoe Loader,420,1,7.79,4.68,78.94,96.51,12.57,62,1,4654.62,0.1518,76.7,0.7927
Excavator,320 GC,4,8.19,3.78,63.94,79.2,12.25,34,3,6929.55,0.2148,69.2,0.8335
Excavator,320 GC,8,8.35,2.02,77.82,80.7,12.34,87,2,2092.49,0.2372,70.6,0.8372
Excavator,336,6,13.06,1.31,10.35,102.24,12.22,276,6,5898.87,0.6569,34.3,0.9127
Wheel Loader,966,10,10.08,1.68,84.97,72.49,13.12,161,5,9549.79,0.4524,49.9,0.9832
Backhoe Loader,420,3,11.49,4.54,40.29,89.58,12.08,8,3,6713.59,0.1662,73.7,0.8106
Motor Grader,140,9,5.25,2.61,66.38,90.81,14.32,294,6,9382.39,0.6995,29.0,0.8897
Backhoe Loader,420,5,3.99,5.45,20.62,94.18,13.23,91,6,2012.1,0.3814,55.2,0.9406
Compact Track Loader,259D3,7,11.15,5.08,35.63,101.71,13.73,80,0,8792.21,0.2686,64.8,0.8723
Wheel Loader,966,7,12.43,1.05,87.71,89.52,11.51,110,2,6416.77,0.2994,64.8,0.8751
Excavator,320 GC,11,8.98,5.04,36.66,90.87,13.22,82,6,7415.85,0.4913,46.4,0.99
Articulated Truck,745,11,4.15,2.5,59.05,108.7,12.66,252,4,1569.46,0.7286,22.0,0.8692
Wheel Loader,966,3,4.17,3.57,70.66,93.54,12.4,11,5,6292.63,0.2275,71.2,0.84
Bulldozer,D8,7,8.93,1.54,46.48,89.47,14.28,216,1,7678.45,0.3699,58.0,0.9341
Excavator,336,6,7.57,4.7,41.75,106.16,12.71,162,6,779.21,0.5874,37.4,0.9498
Compact Track Loader,259D3,5,5.37,1.6,42.22,74.12,12.93,97,0,11511.41,0.1414,76.1,0.7761
Excavator,336,2,4.61,1.73,35.58,105.42,12.29,226,5,11958.62,0.6092,34.3,0.9409
Wheel Loader,966,11,5.16,3.47,48.16,86.81,14.38,53,3,7034.3,0.2983,64.9,0.8852
Bulldozer,D8,4,3.48,0.61,64.9,86.02,13.95,116,3,8096.14,0.3102,63.8,0.8847
Bulldozer,D8,2,12.87,2.81,90.1,105.76,12.35,200,4,10808.39,0.4953,45.4,0.9699
Backhoe Loader,420,9,3.52,1.83,42.1,95.14,14.47,38,6,3202.05,0.3491,59.7,0.8973
Backhoe Loader,420,2,13.64,3.68,86.35,89.59,13.79,161,3,7211.95,0.341,62.3,0.8987
Backhoe Loader,420,3,9.93,1.8,83.27,74.59,13.04,137,0,8575.23,0.189,72.4,0.7995
Backhoe Loader,420,11,2.91,4.18,85.54,80.09,12.34,172,2,9561.37,0.4079,51.5,0.9517
Excavator,320 GC,8,9.19,4.4,69.55,81.96,12.0,179,2,10953.55,0.3834,56.0,0.9372
Bulldozer,D6,1,13.69,0.51,50.22,95.65,12.99,114,6,11272.4,0.3752,56.7,0.9388
Excavator,336,4,13.94,0.99,81.77,99.15,14.32,206,7,9173.86,0.5864,35.2,0.9348
Wheel Loader,950 GC,2,4.4,0.83,40.92,81.74,12.83,239,2,7579.58,0.3932,53.7,0.9493
Wheel Loader,966,8,2.97,3.06,42.09,86.26,12.09,227,0,1894.95,0.3905,57.1,0.9397
Motor Grader,140,1,5.96,2.74,93.17,86.14,13.27,258,7,7214.21,0.52,43.6,0.99
Bulldozer,D6,5,13.42,3.24,84.82,77.77,14.05,252,5,9774.16,0.5164,45.7,0.9868
Articulated Truck,745,8,8.06,2.66,52.15,101.05,13.18,177,6,6826.52,0.5429,40.9,0.9759
Excavator,320 GC,7,2.16,2.75,97.82,89.72,12.54,26,3,3968.3,0.227,69.3,0.8262
Wheel Loader,966,5,2.21,5.78,35.27,86.21,11.66,190,6,3874.95,0.5331,42.5,0.99
Bulldozer,D8,2,9.54,1.44,65.07,84.33,13.71,22,5,8123.8,0.2412,68.5,0.8522
Articulated Truck,745,1,3.17,3.03,35.8,101.68,13.36,65,1,10675.99,0.2057,71.1,0.8295
Wheel Loader,966,7,8.69,4.45,37.03,99.97,12.23,185,7,5592.54,0.6195,35.5,0.9338
Wheel Loader,966,5,3.78,2.38,66.24,97.04,11.67,42,1,9271.11,0.1424,77.5,0.7794
Excavator,336,9,5.83,5.95,12.7,106.08,12.94,265,4,9040.93,0.672,30.8,0.8964
Wheel Loader,950 GC,1,11.46,1.48,46.48,76.54,12.51,70,7,6322.14,0.3078,61.5,0.8781
Excavator,320 GC,6,7.92,2.12,87.53,99.76,12.82,28,4,2878.32,0.2815,63.9,0.8733
Excavator,320 GC,6,2.36,3.7,23.23,72.3,13.31,241,3,6693.92,0.4748,46.9,0.9786
Backhoe Loader,420,8,12.82,3.53,13.65,82.71,13.76,6,2,7750.48,0.1889,72.8,0.8054
Excavator,320 GC,4,11.08,5.99,10.2,80.33,11.73,172,3,6808.3,0.3352,61.5,0.9094
Bulldozer,D8,5,6.12,2.01,91.92,85.31,12.05,120,1,2790.08,0.2464,67.8,0.8506
Bulldozer,D8,10,2.0,1.55,68.19,92.23,14.26,226,7,9625.25,0.6685,30.6,0.8998
Wheel Loader,966,7,2.49,4.19,67.92,86.1,14.25,139,0,6001.7,0.2626,67.5,0.8568
Compact Track Loader,259D3,2,7.45,5.97,19.9,79.22,13.57,232,3,4834.2,0.3991,54.5,0.9369
Bulldozer,D8,6,9.87,4.7,73.8,95.24,12.23,164,6,3828.74,0.4986,45.6,0.9853
Wheel Loader,966,7,6.37,4.73,90.35,89.58,13.57,278,4,2243.26,0.5695,40.6,0.9602
Motor Grader,140,3,6.39,5.41,71.56,89.55,12.18,287,2,2473.18,0.4629,49.6,0.9673
Articulated Truck,745,7,2.72,0.9,87.02,102.36,12.04,112,4,5008.74,0.484,45.9,0.9732
Wheel Loader,950 GC,3,7.14,4.64,55.65,96.06,13.16,29,4,7457.89,0.2588,67.1,0.8502
Wheel Loader,966,7,6.53,3.62,58.66,76.17,14.11,166,5,7725.07,0.4465,47.4,0.9789
Excavator,336,11,3.44,0.87,10.47,102.01,14.34,84,1,5441.41,0.3376,61.9,0.8934
Excavator,336,10,12.36,4.25,44.48,93.51,11.82,269,3,1241.96,0.5653,41.2,0.9415
Backhoe Loader,420,8,9.14,5.4,19.75,83.31,11.87,115,6,1252.09,0.4975,45.7,0.99
Wheel Loader,950 GC,3,4.98,1.12,22.87,91.19,11.68,192,4,5046.29,0.4196,51.1,0.9543
Wheel Loader,950 GC,6,9.88,4.44,93.58,87.58,12.65,46,6,1729.63,0.3595,56.5,0.9064
Excavator,320 GC,11,4.24,1.12,74.45,95.22,13.38,20,5,5982.5,0.3623,57.2,0.8965
Wheel Loader,966,4,5.59,1.81,73.36,99.59,11.96,23,2,5346.06,0.2275,69.5,0.823
Articulated Truck,745,2,4.51,5.58,93.56,106.76,13.1,34,2,7716.07,0.2686,66.9,0.8482
Compact Track Loader,259D3,8,6.53,1.31,35.1,89.99,13.21,82,5,926.81,0.4195,51.2,0.9559
Wheel Loader,966,3,11.83,3.94,13.7,94.41,12.31,106,3,2668.22,0.26,67.4,0.8577
Articulated Truck,745,3,2.23,4.82,20.72,104.54,14.14,156,1,893.15,0.3495,57.7,0.9032
Compact Track Loader,259D3,7,3.04,0.52,50.33,88.65,12.75,159,4,7261.64,0.4104,52.4,0.9433
Wheel Loader,950 GC,2,6.46,5.54,60.53,96.32,12.66,134,5,8556.06,0.3964,54.0,0.9269
Excavator,336,9,4.73,1.26,21.12,83.15,14.04,96,3,8449.65,0.3542,58.1,0.9184
Excavator,320 GC,2,10.35,1.5,92.78,82.06,11.77,51,5,11157.65,0.2837,61.7,0.8646
Compact Track Loader,259D3,3,4.67,3.68,99.63,81.11,11.95,7,0,11607.63,0.0771,79.8,0.7342
Excavator,320 GC,8,5.27,3.31,46.08,93.67,13.73,63,2,3457.32,0.2564,66.9,0.8581
Compact Track Loader,259D3,8,2.24,1.39,63.49,100.58,12.75,99,6,3038.77,0.4892,45.4,0.99
Bulldozer,D6,2,12.9,0.75,59.13,90.63,13.89,157,0,4516.66,0.2378,68.4,0.8492
Articulated Truck,745,7,4.63,1.36,69.97,100.96,12.28,98,5,9918.34,0.4377,51.4,0.9604
Bulldozer,D6,5,2.18,3.54,33.55,72.54,12.54,67,2,750.1,0.1968,72.6,0.8108
Motor Grader,140,8,10.02,4.96,74.67,83.39,14.25,253,5,2079.03,0.5547,41.1,0.9754
Bulldozer,D6,7,4.93,5.39,34.79,82.89,14.02,100,3,7554.36,0.3329,60.1,0.8901
Excavator,336,5,10.69,4.75,34.79,89.9,13.2,158,7,6082.67,0.5268,43.6,0.9865
Excavator,336,8,6.73,2.57,74.48,108.22,11.54,221,4,4879.05,0.6538,28.9,0.9124
Motor Grader,140,1,8.21,0.62,88.48,79.55,11.77,20,4,5428.79,0.2058,71.7,0.8247
Compact Track Loader,259D3,2,4.17,3.14,94.99,95.45,13.31,256,3,5050.35,0.4425,48.9,0.9652
Bulldozer,D8,2,2.23,2.18,18.9,91.83,13.06,106,7,5163.36,0.4084,52.1,0.9379
Articulated Truck,745,3,7.26,3.36,51.75,103.42,13.18,17,2,7017.49,0.2164,71.4,0.8276
Motor Grader,140,4,13.75,2.98,45.32,87.94,11.76,218,5,3965.16,0.4601,46.3,0.9747
Compact Track Loader,259D3,6,12.27,3.41,75.54,92.81,13.64,294,7,3739.87,0.6937,28.7,0.8637
Wheel Loader,950 GC,7,12.28,3.23,94.98,79.14,11.81,254,0,4369.47,0.3957,55.4,0.9359
Bulldozer,D6,8,5.24,5.42,14.04,82.72,13.39,174,5,9801.95,0.5225,42.3,0.9805
Wheel Loader,950 GC,4,5.27,1.08,36.63,86.73,11.56,71,6,5211.07,0.3635,57.0,0.9172
Wheel Loader,950 GC,4,2.37,4.05,42.28,82.52,13.59,77,2,6785.92,0.2288,70.2,0.8215
Articulated Truck,745,11,10.07,3.26,11.35,108.52,12.37,105,5,3439.84,0.5982,36.6,0.9258
Articulated Truck,745,9,7.22,0.86,67.63,100.35,12.89,77,6,10717.93,0.4473,52.2,0.9602
Bulldozer,D8,4,5.21,2.28,61.25,95.61,14.19,35,2,5360.68,0.1927,73.9,0.8256
Bulldozer,D6,2,11.17,4.63,74.2,90.88,13.33,142,1,3624.23,0.1984,71.3,0.8245
Articulated Truck,745,3,8.05,4.67,21.88,103.43,14.35,224,4,4316.16,0.5378,44.8,0.9747
Articulated Truck,745,11,4.04,5.93,62.23,88.82,12.11,148,5,10311.42,0.5158,45.7,0.9744
Articulated Truck,745,7,3.96,4.34,32.76,88.62,14.2,293,5,1158.24,0.6675,30.7,0.9088
Motor Grader,140,6,7.98,2.94,98.4,91.0,12.28,59,3,5197.41,0.2482,67.9,0.8405
Wheel Loader,950 GC,2,8.81,2.97,35.63,79.89,13.25,248,4,8662.28,0.4601,47.2,0.9707
Excavator,320 GC,5,3.45,4.07,49.34,81.54,13.62,285,4,3789.54,0.5336,43.3,0.9777
Wheel Loader,950 GC,9,5.47,0.77,56.8,75.3,13.88,44,6,1698.88,0.3568,56.4,0.8887
Wheel Loader,966,1,11.2,5.48,60.5,74.51,13.67,175,0,11613.33,0.2303,68.1,0.8374
Bulldozer,D6,8,5.69,5.51,55.96,83.45,12.27,56,3,4510.91,0.2517,64.0,0.839
Excavator,336,2,6.33,5.46,30.24,91.31,13.66,176,5,1777.1,0.4337,50.0,0.9743
Bulldozer,D6,6,2.77,2.8,22.14,95.58,13.92,49,7,6720.89,0.4063,52.5,0.9523
Motor Grader,140,7,11.32,3.05,54.65,88.86,12.87,124,5,2073.18,0.3923,57.0,0.9538
Backhoe Loader,420,3,4.81,1.57,97.08,98.1,12.43,143,3,9608.03,0.3426,59.1,0.8966
Bulldozer,D8,4,8.08,0.77,92.15,85.82,14.49,82,5,1202.24,0.3099,61.8,0.8968
Wheel Loader,966,3,4.5,5.59,58.68,87.16,13.52,164,1,8051.05,0.2986,64.8,0.8721
Motor Grader,140,8,9.98,4.7,90.0,82.19,14.02,185,0,2162.36,0.3222,60.1,0.8958
Wheel Loader,966,6,6.72,5.1,85.43,90.31,14.13,246,6,2272.03,0.5918,35.7,0.9578
Bulldozer,D6,2,13.68,2.18,48.51,82.48,14.29,63,1,8729.23,0.126,77.0,0.7771
Excavator,336,2,12.0,3.89,84.91,101.74,14.42,191,0,11343.46,0.3372,60.3,0.9213
Bulldozer,D6,7,7.3,2.41,69.71,85.36,13.47,161,1,3682.43,0.2988,62.3,0.8996
Motor Grader,140,3,2.25,2.33,77.97,90.05,14.08,28,3,1273.54,0.1851,73.4,0.8062
Excavator,320 GC,8,4.39,5.01,94.41,98.01,12.74,141,2,2082.32,0.3139,63.9,0.8869
Bulldozer,D6,8,4.58,4.77,38.09,89.99,12.46,20,6,10201.47,0.3356,61.1,0.8984
Bulldozer,D8,2,8.9,4.46,78.58,99.95,12.21,60,1,4614.3,0.1991,71.6,0.8115
Bulldozer,D6,3,9.21,4.74,59.34,82.77,12.31,66,7,11607.32,0.374,56.0,0.9193
Backhoe Loader,420,10,3.54,4.94,83.59,82.36,14.44,101,6,10416.62,0.4526,50.0,0.9774
Excavator,320 GC,7,3.49,1.15,55.39,73.3,12.51,38,2,2398.77,0.223,72.0,0.8344
Excavator,320 GC,2,10.59,4.63,75.75,92.83,12.48,12,3,666.77,0.1291,78.6,0.7877
Motor Grader,140,6,13.01,1.08,56.57,94.15,13.21,247,2,1414.19,0.4386,48.5,0.9782
Bulldozer,D8,4,6.34,3.04,78.61,88.85,13.74,187,6,2751.12,0.5179,41.9,0.9791
Wheel Loader,950 GC,4,6.62,3.48,72.77,95.31,12.94,253,2,10184.84,0.4488,50.4,0.9652
Articulated Truck,745,3,9.4,1.28,21.59,111.04,11.62,296,5,2436.93,0.7218,23.0,0.8561
Motor Grader,140,6,12.34,0.85,33.52,77.31,13.93,135,0,3209.19,0.2106,72.0,0.8269
Compact Track Loader,259D3,2,6.91,3.11,96.36,101.98,13.34,114,4,8365.3,0.3973,53.2,0.9115
Motor Grader,140,7,8.53,1.42,59.87,87.67,13.85,125,2,6941.77,0.3019,62.5,0.8792
Motor Grader,140,8,13.67,1.04,68.14,82.32,11.86,17,6,5982.38,0.4011,52.3,0.9456
Excavator,336,10,7.49,0.54,44.32,84.95,12.62,189,2,11066.89,0.3878,56.2,0.9464
Bulldozer,D6,3,6.23,5.33,88.09,75.45,13.37,258,1,11651.75,0.3793,55.7,0.9306
Articulated Truck,745,8,11.23,2.07,58.18,109.24,12.59,65,5,7238.63,0.5165,43.9,0.99
Excavator,320 GC,8,2.36,4.41,56.29,93.06,13.31,137,3,11222.09,0.3254,60.5,0.8908
Backhoe Loader,420,4,10.14,3.08,53.01,84.63,12.46,87,5,9806.48,0.3279,59.7,0.9036
Wheel Loader,950 GC,6,7.11,5.28,45.49,84.2,12.56,219,5,7096.99,0.5405,37.2,0.9768
Bulldozer,D8,3,9.75,5.74,68.9,111.88,14.34,227,2,10957.67,0.5457,40.8,0.9609
Excavator,320 GC,7,5.67,5.7,33.81,85.98,13.66,96,7,10935.04,0.4422,50.8,0.9521
Wheel Loader,966,3,2.09,1.04,62.52,84.75,12.85,91,3,4603.81,0.2732,65.1,0.8573
Wheel Loader,950 GC,11,11.64,5.0,39.74,80.76,12.7,296,3,6248.78,0.6127,35.7,0.9436
Excavator,320 GC,4,10.73,1.79,77.53,101.27,13.4,259,4,2506.39,0.543,42.6,0.9732
Backhoe Loader,420,9,5.56,1.45,34.54,93.49,13.12,201,2,5445.72,0.4453,49.8,0.9634
Bulldozer,D6,1,7.62,2.83,45.3,79.19,13.72,242,0,6461.27,0.3018,62.6,0.8917
Excavator,336,3,4.96,5.77,20.81,94.92,12.96,156,3,2612.87,0.3367,58.3,0.8867
Bulldozer,D8,11,9.44,2.3,86.18,99.43,14.12,229,2,4613.7,0.5106,42.1,0.99
Bulldozer,D6,1,5.63,1.8,64.15,91.05,12.09,238,4,11992.64,0.4396,48.4,0.9455
Compact Track Loader,259D3,6,3.55,3.27,21.77,74.64,13.71,249,2,3613.83,0.4055,53.1,0.9361
Wheel Loader,966,6,2.03,3.13,56.29,78.73,11.96,65,1,3250.17,0.2243,71.7,0.8367
Excavator,320 GC,11,6.75,2.02,71.78,95.67,13.63,166,2,5826.27,0.4339,49.5,0.9671
Wheel Loader,950 GC,4,13.01,2.77,68.71,92.25,13.95,142,6,9622.04,0.4085,53.4,0.9337
Backhoe Loader,420,2,14.0,3.41,86.92,88.46,12.85,160,3,5577.24,0.3238,58.9,0.9096
Excavator,320 GC,10,6.22,1.88,18.47,97.21,12.83,53,3,4331.92,0.3159,61.6,0.9042
Motor Grader,140,1,6.39,5.66,22.61,99.91,12.39,116,0,991.48,0.2149,73.7,0.8176
Wheel Loader,966,6,6.33,5.25,41.42,85.95,12.3,134,5,8230.99,0.3892,55.4,0.9355
Excavator,336,10,11.56,3.48,28.37,90.11,13.31,55,1,1558.52,0.2551,67.5,0.8451
Compact Track Loader,259D3,5,3.92,2.8,70.34,90.35,14.33,9,5,8885.91,0.2261,70.3,0.8283
Articulated Truck,745,5,2.9,2.09,87.51,111.54,13.25,212,4,8533.99,0.6157,33.7,0.9493
Wheel Loader,966,3,7.77,0.88,59.14,98.54,13.38,215,3,9292.52,0.45,47.8,0.9693
Bulldozer,D6,7,2.56,5.09,67.17,82.36,12.39,232,2,5145.4,0.4555,49.4,0.9598
Backhoe Loader,420,2,2.5,1.26,87.4,73.93,14.16,248,0,10102.88,0.3338,62.6,0.9162
Wheel Loader,966,1,3.19,1.0,36.98,72.15,12.92,249,1,7766.86,0.3456,61.3,0.9247
Bulldozer,D8,9,5.65,5.9,89.87,93.66,12.63,270,1,4493.05,0.4732,47.3,0.9783
Excavator,336,11,5.26,3.97,87.17,98.02,14.3,115,1,11395.71,0.3343,57.8,0.9158
Bulldozer,D6,10,4.08,2.08,26.85,81.8,12.17,165,5,7494.78,0.505,44.7,0.99
Bulldozer,D8,3,13.68,4.43,56.32,86.65,11.74,60,0,2766.34,0.1223,78.6,0.7758
Excavator,336,4,8.81,1.59,68.79,92.96,11.82,128,3,5693.31,0.3268,62.7,0.9049
Excavator,320 GC,10,5.76,0.86,66.72,73.45,13.08,260,1,4457.1,0.4735,46.2,0.985
Excavator,336,1,10.09,4.59,14.39,88.28,12.75,12,2,5629.79,0.108,79.0,0.7677
Backhoe Loader,420,2,4.32,3.98,11.71,82.8,14.48,120,3,8179.41,0.2852,63.5,0.8734
Wheel Loader,950 GC,5,3.59,5.87,21.6,74.83,13.99,131,7,3895.82,0.5115,45.6,0.99
Motor Grader,140,2,5.69,2.75,61.42,80.14,12.93,285,1,2500.19,0.419,53.5,0.9519
Motor Grader,140,10,4.78,4.41,33.03,101.16,12.3,191,7,2367.57,0.6398,33.3,0.9166
Backhoe Loader,420,9,4.53,0.81,20.11,75.61,14.08,88,1,9558.12,0.248,65.8,0.854
Wheel Loader,966,7,8.69,1.13,91.24,87.31,13.24,166,0,9753.62,0.2742,60.1,0.8602
Articulated Truck,745,7,4.44,4.39,46.76,111.22,11.93,241,0,910.09,0.4936,46.0,0.99
Bulldozer,D6,10,12.73,1.68,39.44,76.41,14.08,75,3,4028.38,0.3307,60.0,0.8962
Excavator,336,6,2.01,2.79,13.12,83.46,12.27,282,4,3402.11,0.5637,40.2,0.9694
Articulated Truck,745,6,6.69,3.91,84.6,86.22,13.22,85,3,10091.4,0.2749,66.4,0.8648
Backhoe Loader,420,3,2.55,2.25,47.28,97.71,14.32,26,6,2660.66,0.3256,61.8,0.8904
Wheel Loader,950 GC,5,3.04,0.85,15.75,77.05,11.64,285,6,10292.04,0.6006,35.1,0.9338
Excavator,336,2,5.19,3.44,82.93,111.79,12.14,51,4,10042.22,0.4004,52.1,0.9199
Articulated Truck,745,6,7.09,5.79,77.72,94.9,12.41,46,2,5400.63,0.1617,75.3,0.7989
Articulated Truck,745,11,5.7,2.43,40.25,101.33,14.21,17,4,4906.54,0.374,56.9,0.8982
Bulldozer,D8,7,10.38,0.88,73.69,103.3,13.49,51,7,10011.48,0.4796,49.5,0.9705
Articulated Truck,745,9,13.01,4.41,54.7,95.09,13.55,127,3,9790.55,0.3812,57.1,0.9396
Excavator,336,1,7.34,1.04,80.84,109.95,12.3,257,7,7851.6,0.6926,28.3,0.899
Excavator,336,5,6.58,4.01,39.66,103.23,11.51,262,1,2765.73,0.474,48.9,0.984
Articulated Truck,745,3,6.27,5.08,89.61,100.45,13.24,246,5,5199.67,0.5296,43.8,0.9727
Bulldozer,D6,7,6.85,5.0,45.73,75.95,13.1,11,2,9400.08,0.199,71.4,0.8087
Motor Grader,140,7,7.25,3.29,14.24,82.83,12.48,143,3,8545.97,0.3514,58.0,0.9082
Articulated Truck,745,4,7.71,3.2,18.82,92.4,12.52,133,3,10506.95,0.3593,58.3,0.9211
Wheel Loader,966,10,12.95,3.0,59.92,95.94,12.68,137,4,8972.61,0.4351,51.3,0.9397
Bulldozer,D8,1,11.87,5.39,37.29,99.93,13.94,84,7,9232.11,0.4185,50.5,0.966
Wheel Loader,966,1,12.58,2.51,14.94,75.79,13.35,101,1,11311.61,0.1696,72.4,0.8225
Backhoe Loader,420,8,6.35,5.37,26.47,93.21,13.16,84,2,1261.82,0.2628,65.7,0.8526
Compact Track Loader,259D3,1,12.35,5.54,79.31,86.92,12.07,30,2,8999.55,0.1157,81.3,0.7808
Compact Track Loader,259D3,8,9.27,1.48,31.86,87.88,13.17,243,0,6631.56,0.3892,56.3,0.9436
Excavator,320 GC,4,2.07,2.24,36.84,88.2,14.2,207,7,10162.38,0.5852,38.2,0.93
Compact Track Loader,259D3,5,11.41,5.56,83.09,75.44,13.35,203,3,1492.13,0.3956,56.9,0.9344
Wheel Loader,950 GC,11,8.66,5.42,29.52,93.58,13.0,80,7,11159.2,0.4957,44.8,0.99
Articulated Truck,745,11,10.77,5.46,63.11,92.21,12.25,138,6,10278.78,0.514,46.5,0.9895
Excavator,320 GC,8,11.64,0.9,58.71,90.03,13.12,59,7,3208.97,0.4077,54.0,0.9519
Bulldozer,D8,10,10.35,3.22,50.06,91.59,11.96,171,5,11030.48,0.518,43.3,0.99
Backhoe Loader,420,6,8.3,1.93,11.63,89.85,11.64,232,0,8305.9,0.369,57.0,0.9234
Backhoe Loader,420,3,12.96,5.13,34.48,96.67,11.57,193,4,6545.53,0.4061,53.9,0.943
Excavator,320 GC,6,7.45,5.57,25.52,76.83,12.94,242,6,7240.75,0.5915,34.3,0.9343
Compact Track Loader,259D3,10,5.32,2.45,76.94,93.25,12.4,124,1,6019.23,0.2913,64.6,0.8702
Bulldozer,D8,1,6.55,3.29,67.19,88.37,12.97,200,6,3590.97,0.4481,52.0,0.9718
Excavator,336,8,10.2,3.57,62.31,84.55,14.02,201,4,7406.37,0.5097,46.1,0.99
Excavator,336,7,3.51,4.7,85.14,90.38,11.59,169,2,10687.16,0.4181,49.6,0.9478
